tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,Date
386,37:22.2,43:49.0,3203,Hamilton Park,40.72759597,-74.04424731,3205,JC Medical Center,40.71653978,-74.04963791,44731,Customer,1970,0,Apr-21
428,39:50.3,46:58.7,3275,Columbus Drive,40.7183552,-74.03891444,3214,Essex Light Rail,40.7127742,-74.0364857,44737,Customer,1970,0,Apr-21
1033,41:39.1,58:52.4,3205,JC Medical Center,40.71653978,-74.04963791,3192,Liberty Light Rail,40.7112423,-74.0557013,44241,Customer,1970,0,Apr-21
77,42:11.3,43:28.6,3213,Van Vorst Park,40.71848892,-74.04772663,3185,City Hall,40.7177325,-74.043845,38906,Customer,1970,0,Apr-21
5740,44:25.3,20:05.9,3270,Jersey & 6th St,40.72528911,-74.04557168,3270,Jersey & 6th St,40.72528911,-74.04557168,46531,Customer,1970,0,Apr-21
1922,45:14.1,17:16.5,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,44731,Customer,1970,0,Apr-21
200,48:38.4,51:58.5,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,43974,Customer,1970,0,Apr-21
898,49:11.5,04:10.1,3207,Oakland Ave,40.7376037,-74.0524783,3185,City Hall,40.7177325,-74.043845,29832,Customer,1970,0,Apr-21
247,49:50.5,53:58.1,3273,Manila & 1st,40.72165072,-74.04288411,3203,Hamilton Park,40.72759597,-74.04424731,45363,Customer,1970,0,Apr-21
370,55:17.0,01:27.6,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,28012,Customer,1970,0,Apr-21
1047,55:51.9,13:19.3,3679,Bergen Ave,40.72210379,-74.071455,3185,City Hall,40.7177325,-74.043845,41076,Subscriber,1960,1,Apr-21
331,56:24.9,01:56.9,3268,Lafayette Park,40.71346383,-74.06285852,3268,Lafayette Park,40.71346383,-74.06285852,40285,Customer,1970,0,Apr-21
730,57:08.0,09:18.6,3278,Monmouth and 6th,40.72568548,-74.04879034,3681,Grand St,40.71517768,-74.03768331,32945,Customer,1970,0,Apr-21
2562,59:10.9,41:53.6,3192,Liberty Light Rail,40.7112423,-74.0557013,3205,JC Medical Center,40.71653978,-74.04963791,44241,Customer,1970,0,Apr-21
725,01:37.1,13:42.6,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3185,City Hall,40.7177325,-74.043845,29983,Customer,1970,0,Apr-21
1169,06:27.9,25:57.6,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,43693,Customer,1970,0,Apr-21
1058,07:30.6,25:09.4,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,40858,Customer,1970,0,Apr-21
1050,09:23.6,26:54.4,3679,Bergen Ave,40.72210379,-74.071455,3210,Pershing Field,40.74267714,-74.05178863,40308,Customer,1970,0,Apr-21
1687,10:15.3,38:23.0,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,44388,Customer,1970,0,Apr-21
938,10:56.0,26:34.1,3194,McGinley Square,40.72533993,-74.06762213,3185,City Hall,40.7177325,-74.043845,29731,Customer,1970,0,Apr-21
259,11:08.4,15:28.0,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,33652,Customer,1970,0,Apr-21
1078,11:09.7,29:07.7,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3638,Washington St,40.7242941,-74.0354826,43798,Customer,1970,0,Apr-21
282,11:34.4,16:16.5,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,28012,Customer,1970,0,Apr-21
464,12:57.3,20:41.9,3269,Brunswick & 6th,40.72601173,-74.05038893,3273,Manila & 1st,40.72165072,-74.04288411,40440,Customer,1970,0,Apr-21
270,13:06.6,17:37.5,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,43974,Customer,1970,0,Apr-21
733,14:42.8,26:56.4,3196,Riverview Park,40.7443187,-74.0439909,3203,Hamilton Park,40.72759597,-74.04424731,44505,Customer,1970,0,Apr-21
12987,15:40.4,52:07.7,3638,Washington St,40.7242941,-74.0354826,3203,Hamilton Park,40.72759597,-74.04424731,46079,Customer,1970,0,Apr-21
8462,16:47.6,37:50.2,3638,Washington St,40.7242941,-74.0354826,3203,Hamilton Park,40.72759597,-74.04424731,44225,Customer,1970,0,Apr-21
578,19:56.1,29:35.1,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,42837,Subscriber,1996,2,Apr-21
567,20:05.6,29:33.2,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,44684,Customer,1970,0,Apr-21
546,20:35.0,29:42.0,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,29983,Customer,1970,0,Apr-21
5303,21:12.1,49:36.0,3269,Brunswick & 6th,40.72601173,-74.05038893,3199,Newport Pkwy,40.7287448,-74.0321082,46627,Customer,1970,0,Apr-21
309,23:57.2,29:06.7,3203,Hamilton Park,40.72759597,-74.04424731,3205,JC Medical Center,40.71653978,-74.04963791,45363,Customer,1970,0,Apr-21
420,24:55.9,31:56.0,3205,JC Medical Center,40.71653978,-74.04963791,3185,City Hall,40.7177325,-74.043845,44664,Customer,1970,0,Apr-21
720,28:35.4,40:36.1,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3640,Journal Square,40.73367,-74.0625,40168,Customer,1970,0,Apr-21
1016,33:33.1,50:29.3,3195,Sip Ave,40.7308971,-74.06391263,3195,Sip Ave,40.7308971,-74.06391263,28012,Customer,1970,0,Apr-21
740,35:42.9,48:03.8,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.7287448,-74.0321082,42105,Subscriber,1956,1,Apr-21
3247,40:05.4,34:12.4,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,48922,Customer,1970,0,Apr-21
352,41:58.3,47:50.8,3275,Columbus Drive,40.7183552,-74.03891444,3276,Marin Light Rail,40.71458404,-74.04281706,32575,Subscriber,1991,1,Apr-21
2282,42:03.8,20:06.2,3205,JC Medical Center,40.71653978,-74.04963791,3191,Union St,40.7182113,-74.0836394,44241,Customer,1970,0,Apr-21
3204,45:27.2,38:51.4,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,44316,Customer,1970,0,Apr-21
1305,49:45.8,11:31.4,3694,Jackson Square,40.71113,-74.0789,3211,Newark Ave,40.72152515,-74.04630454,39772,Customer,1970,0,Apr-21
1286,50:42.1,12:08.8,3199,Newport Pkwy,40.7287448,-74.0321082,3640,Journal Square,40.73367,-74.0625,42105,Customer,1970,0,Apr-21
393,51:44.0,58:17.1,3276,Marin Light Rail,40.71458404,-74.04281706,3275,Columbus Drive,40.7183552,-74.03891444,32575,Subscriber,1991,1,Apr-21
278,53:10.8,57:49.7,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,50171,Customer,1970,0,Apr-21
1697,56:27.9,24:45.3,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,47257,Customer,1970,0,Apr-21
1559,58:17.6,24:17.0,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42796,Customer,1970,0,Apr-21
276,59:17.2,03:53.8,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,28157,Customer,1970,0,Apr-21
273,03:33.3,08:06.7,3184,Paulus Hook,40.7141454,-74.0335519,3275,Columbus Drive,40.7183552,-74.03891444,39147,Subscriber,1983,1,Apr-21
276,03:40.3,08:16.6,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,42470,Customer,1970,0,Apr-21
365,06:20.6,12:26.5,3638,Washington St,40.7242941,-74.0354826,3185,City Hall,40.7177325,-74.043845,43798,Customer,1970,0,Apr-21
332,08:46.9,14:19.6,3205,JC Medical Center,40.71653978,-74.04963791,3209,Brunswick St,40.7241765,-74.0506564,44744,Subscriber,1956,1,Apr-21
555,09:02.1,18:18.0,3640,Journal Square,40.73367,-74.0625,3194,McGinley Square,40.72533993,-74.06762213,40168,Customer,1970,0,Apr-21
835,09:55.7,23:51.1,3638,Washington St,40.7242941,-74.0354826,3184,Paulus Hook,40.7141454,-74.0335519,42593,Customer,1970,0,Apr-21
349,10:37.4,16:26.6,3273,Manila & 1st,40.72165072,-74.04288411,3639,Harborside,40.7192517,-74.034234,44710,Customer,1970,0,Apr-21
997,10:49.0,27:26.1,3211,Newark Ave,40.72152515,-74.04630454,3220,5 Corners Library,40.73496102,-74.05950308,44370,Customer,1970,0,Apr-21
709,13:32.6,25:22.5,3213,Van Vorst Park,40.71848892,-74.04772663,3678,Fairmount Ave,40.72572614,-74.07195926,34039,Customer,1970,0,Apr-21
262,20:07.3,24:29.7,3211,Newark Ave,40.72152515,-74.04630454,3185,City Hall,40.7177325,-74.043845,42396,Customer,1970,0,Apr-21
1154,20:34.3,39:48.7,3276,Marin Light Rail,40.71458404,-74.04281706,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,45352,Customer,1970,0,Apr-21
1953,21:37.9,54:11.2,3191,Union St,40.7182113,-74.0836394,3187,Warren St,40.7211236,-74.03805095,44989,Customer,1970,0,Apr-21
514,26:01.5,34:35.5,3214,Essex Light Rail,40.7127742,-74.0364857,3638,Washington St,40.7242941,-74.0354826,44737,Customer,1970,0,Apr-21
1509,27:49.5,52:59.4,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3195,Sip Ave,40.7308971,-74.06391263,47019,Customer,1970,0,Apr-21
231,29:29.8,33:21.5,3203,Hamilton Park,40.72759597,-74.04424731,3273,Manila & 1st,40.72165072,-74.04288411,31092,Customer,1970,0,Apr-21
606,31:43.5,41:49.7,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3212,Christ Hospital,40.73478582,-74.05044364,45014,Customer,1970,0,Apr-21
3282,32:59.3,27:42.1,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,42240,Customer,1970,0,Apr-21
1083,33:21.5,51:24.9,3640,Journal Square,40.73367,-74.0625,3199,Newport Pkwy,40.7287448,-74.0321082,42105,Customer,1970,0,Apr-21
2498,36:31.1,18:09.4,3199,Newport Pkwy,40.7287448,-74.0321082,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,41620,Customer,1970,0,Apr-21
1281,36:46.7,58:07.7,3681,Grand St,40.71517768,-74.03768331,3681,Grand St,40.71517768,-74.03768331,41206,Customer,1970,0,Apr-21
671,39:19.2,50:30.4,3681,Grand St,40.71517768,-74.03768331,3214,Essex Light Rail,40.7127742,-74.0364857,25391,Subscriber,1976,2,Apr-21
1176,39:39.3,59:15.7,3210,Pershing Field,40.74267714,-74.05178863,3679,Bergen Ave,40.72210379,-74.071455,40308,Customer,1970,0,Apr-21
2858,40:10.6,27:48.9,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,42422,Customer,1970,0,Apr-21
3389,40:14.3,36:43.9,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,31661,Customer,1970,0,Apr-21
456,40:15.2,47:52.1,3184,Paulus Hook,40.7141454,-74.0335519,3638,Washington St,40.7242941,-74.0354826,48929,Customer,1970,0,Apr-21
3395,40:33.3,37:08.6,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,44684,Customer,1970,0,Apr-21
211,42:24.5,45:56.0,3201,Dey St,40.737711,-74.066921,3640,Journal Square,40.73367,-74.0625,43369,Customer,1970,0,Apr-21
548,45:53.6,55:01.9,3681,Grand St,40.71517768,-74.03768331,3681,Grand St,40.71517768,-74.03768331,43416,Customer,1970,0,Apr-21
812,47:32.6,01:05.0,3195,Sip Ave,40.7308971,-74.06391263,3210,Pershing Field,40.74267714,-74.05178863,43974,Customer,1970,0,Apr-21
4883,52:29.8,13:53.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,44388,Customer,1970,0,Apr-21
4890,52:41.6,14:12.4,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42434,Customer,1970,0,Apr-21
679,53:23.6,04:43.4,3195,Sip Ave,40.7308971,-74.06391263,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,47019,Customer,1970,0,Apr-21
1647,55:51.6,23:19.1,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42105,Customer,1970,0,Apr-21
520,57:40.8,06:21.4,3192,Liberty Light Rail,40.7112423,-74.0557013,3213,Van Vorst Park,40.71848892,-74.04772663,29814,Customer,1970,0,Apr-21
372,59:30.3,05:43.2,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,45091,Customer,1970,0,Apr-21
358,01:53.5,07:52.4,3212,Christ Hospital,40.73478582,-74.05044364,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,45014,Customer,1970,0,Apr-21
151,02:31.7,05:03.1,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,40168,Customer,1970,0,Apr-21
263,06:57.3,11:20.7,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42949,Customer,1970,0,Apr-21
2303,08:34.5,46:58.2,3638,Washington St,40.7242941,-74.0354826,3638,Washington St,40.7242941,-74.0354826,44737,Customer,1970,0,Apr-21
2463,09:11.8,50:15.8,3185,City Hall,40.7177325,-74.043845,3681,Grand St,40.71517768,-74.03768331,42538,Customer,1970,0,Apr-21
775,10:04.6,22:59.9,3185,City Hall,40.7177325,-74.043845,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,27705,Customer,1970,0,Apr-21
541,10:25.8,19:27.7,3184,Paulus Hook,40.7141454,-74.0335519,3203,Hamilton Park,40.72759597,-74.04424731,44425,Customer,1970,0,Apr-21
661,13:49.6,24:50.9,3202,Newport PATH,40.7272235,-74.0337589,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,38392,Customer,1970,0,Apr-21
202,14:29.9,17:52.4,3276,Marin Light Rail,40.71458404,-74.04281706,3185,City Hall,40.7177325,-74.043845,40858,Customer,1970,0,Apr-21
351,15:28.5,21:20.3,3276,Marin Light Rail,40.71458404,-74.04281706,3211,Newark Ave,40.72152515,-74.04630454,42582,Customer,1970,0,Apr-21
11966,17:11.2,36:37.8,3196,Riverview Park,40.7443187,-74.0439909,3196,Riverview Park,40.7443187,-74.0439909,45464,Customer,1970,0,Apr-21
240,17:28.9,21:28.9,3273,Manila & 1st,40.72165072,-74.04288411,3276,Marin Light Rail,40.71458404,-74.04281706,42371,Customer,1970,0,Apr-21
12024,17:56.6,38:21.5,3196,Riverview Park,40.7443187,-74.0439909,3196,Riverview Park,40.7443187,-74.0439909,30619,Customer,1970,0,Apr-21
170,18:05.4,20:55.7,3276,Marin Light Rail,40.71458404,-74.04281706,3184,Paulus Hook,40.7141454,-74.0335519,42823,Customer,1970,0,Apr-21
872,18:21.2,32:53.2,3203,Hamilton Park,40.72759597,-74.04424731,3192,Liberty Light Rail,40.7112423,-74.0557013,20105,Customer,1970,0,Apr-21
937,22:12.8,37:50.6,3184,Paulus Hook,40.7141454,-74.0335519,3184,Paulus Hook,40.7141454,-74.0335519,39421,Customer,1970,0,Apr-21
198,23:18.7,26:37.6,3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.7287448,-74.0321082,48929,Subscriber,1993,1,Apr-21
898,23:19.1,38:17.9,3184,Paulus Hook,40.7141454,-74.0335519,3184,Paulus Hook,40.7141454,-74.0335519,42674,Customer,1970,0,Apr-21
882,24:12.7,38:55.1,3184,Paulus Hook,40.7141454,-74.0335519,3184,Paulus Hook,40.7141454,-74.0335519,35358,Customer,1970,0,Apr-21
2433,24:34.5,05:08.4,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3199,Newport Pkwy,40.7287448,-74.0321082,41620,Customer,1970,0,Apr-21
462,24:42.6,32:24.7,3199,Newport Pkwy,40.7287448,-74.0321082,3273,Manila & 1st,40.72165072,-74.04288411,47257,Customer,1970,0,Apr-21
655,25:39.8,36:35.6,3209,Brunswick St,40.7241765,-74.0506564,3185,City Hall,40.7177325,-74.043845,42527,Subscriber,1991,2,Apr-21
479,31:38.8,39:37.8,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.72759597,-74.04424731,42209,Subscriber,1975,1,Apr-21
1662,34:27.8,02:10.3,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,46627,Customer,1970,0,Apr-21
156,35:27.9,38:04.0,3272,Jersey & 3rd,40.72333159,-74.04595256,3203,Hamilton Park,40.72759597,-74.04424731,46947,Customer,1970,0,Apr-21
433,35:36.5,42:50.3,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,48929,Subscriber,1993,1,Apr-21
262,41:59.5,46:22.0,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,46030,Customer,1970,0,Apr-21
1020,42:13.2,59:13.4,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3272,Jersey & 3rd,40.72333159,-74.04595256,47019,Customer,1970,0,Apr-21
1267,43:03.2,04:10.4,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42230,Customer,1970,0,Apr-21
210,43:28.3,46:58.9,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,49081,Customer,1970,0,Apr-21
497,46:23.0,54:40.2,3203,Hamilton Park,40.72759597,-74.04424731,3185,City Hall,40.7177325,-74.043845,44425,Subscriber,1985,1,Apr-21
1367,47:13.0,10:00.7,3638,Washington St,40.7242941,-74.0354826,3677,Glenwood Ave,40.72755147,-74.07106072,44737,Customer,1970,0,Apr-21
1690,48:28.7,16:39.4,3187,Warren St,40.7211236,-74.03805095,3681,Grand St,40.71517768,-74.03768331,44989,Customer,1970,0,Apr-21
781,48:37.0,01:38.3,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3202,Newport PATH,40.7272235,-74.0337589,38392,Customer,1970,0,Apr-21
1603,49:47.8,16:31.3,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,31667,Customer,1970,0,Apr-21
1474,50:36.0,15:10.3,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,42371,Customer,1994,2,Apr-21
483,51:06.5,59:10.4,3199,Newport Pkwy,40.7287448,-74.0321082,3639,Harborside,40.7192517,-74.034234,40925,Customer,1970,0,Apr-21
280,51:45.6,56:25.7,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,29983,Customer,1970,0,Apr-21
197,54:17.7,57:35.5,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,40056,Customer,1970,0,Apr-21
393,54:21.8,00:55.5,3185,City Hall,40.7177325,-74.043845,3209,Brunswick St,40.7241765,-74.0506564,40858,Subscriber,1991,2,Apr-21
4352,56:45.3,09:17.6,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,46472,Customer,1970,0,Apr-21
580,57:56.2,07:36.9,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3192,Liberty Light Rail,40.7112423,-74.0557013,42419,Customer,1970,0,Apr-21
1360,01:15.6,23:56.6,3194,McGinley Square,40.72533993,-74.06762213,3273,Manila & 1st,40.72165072,-74.04288411,28157,Customer,1970,0,Apr-21
1333,01:32.9,23:46.6,3194,McGinley Square,40.72533993,-74.06762213,3273,Manila & 1st,40.72165072,-74.04288411,33652,Customer,1970,0,Apr-21
1293,03:55.0,25:28.8,3199,Newport Pkwy,40.7287448,-74.0321082,3273,Manila & 1st,40.72165072,-74.04288411,42796,Customer,1970,0,Apr-21
334,04:24.4,09:58.6,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,38392,Customer,1970,0,Apr-21
660,05:29.3,16:30.0,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3192,Liberty Light Rail,40.7112423,-74.0557013,42949,Customer,1970,0,Apr-21
129,05:31.7,07:41.7,3187,Warren St,40.7211236,-74.03805095,3638,Washington St,40.7242941,-74.0354826,40056,Customer,1970,0,Apr-21
1658,06:01.9,33:40.4,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,42280,Customer,1970,0,Apr-21
978,07:53.5,24:12.5,3638,Washington St,40.7242941,-74.0354826,3481,York St,40.71649,-74.04105,40056,Customer,1970,0,Apr-21
237,08:48.0,12:45.3,3273,Manila & 1st,40.72165072,-74.04288411,3269,Brunswick & 6th,40.72601173,-74.05038893,47257,Customer,1970,0,Apr-21
4304,08:51.0,20:35.3,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42105,Customer,1970,0,Apr-21
579,08:51.5,18:30.7,3194,McGinley Square,40.72533993,-74.06762213,3278,Monmouth and 6th,40.72568548,-74.04879034,46030,Customer,1970,0,Apr-21
1445,09:05.9,33:11.3,3276,Marin Light Rail,40.71458404,-74.04281706,3267,Morris Canal,40.71241882,-74.03852552,32531,Customer,1970,0,Apr-21
1417,09:34.2,33:12.1,3276,Marin Light Rail,40.71458404,-74.04281706,3267,Morris Canal,40.71241882,-74.03852552,48740,Customer,1970,0,Apr-21
378,09:42.9,16:01.3,3273,Manila & 1st,40.72165072,-74.04288411,3199,Newport Pkwy,40.7287448,-74.0321082,42161,Customer,1970,0,Apr-21
6660,10:27.2,01:27.4,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,38891,Customer,1970,0,Apr-21
6611,11:17.6,01:29.4,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42481,Customer,1970,0,Apr-21
375,11:20.0,17:35.7,3273,Manila & 1st,40.72165072,-74.04288411,3199,Newport Pkwy,40.7287448,-74.0321082,40440,Customer,1970,0,Apr-21
7052,12:28.4,10:01.1,3193,Lincoln Park,40.7246051,-74.07840595,3193,Lincoln Park,40.7246051,-74.07840595,33321,Customer,1970,0,Apr-21
7049,12:28.9,09:58.7,3193,Lincoln Park,40.7246051,-74.07840595,3193,Lincoln Park,40.7246051,-74.07840595,42788,Customer,1970,0,Apr-21
185,14:20.1,17:25.2,3187,Warren St,40.7211236,-74.03805095,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,45091,Customer,1970,0,Apr-21
568,14:26.4,23:54.6,3276,Marin Light Rail,40.71458404,-74.04281706,3203,Hamilton Park,40.72759597,-74.04424731,42314,Customer,1970,0,Apr-21
574,14:33.9,24:08.9,3276,Marin Light Rail,40.71458404,-74.04281706,3203,Hamilton Park,40.72759597,-74.04424731,44937,Customer,1970,0,Apr-21
584,16:11.1,25:55.9,3483,Montgomery St,40.71942,-74.05099,3268,Lafayette Park,40.71346383,-74.06285852,44721,Customer,1970,0,Apr-21
1156,17:29.3,36:45.6,3681,Grand St,40.71517768,-74.03768331,3273,Manila & 1st,40.72165072,-74.04288411,43416,Subscriber,1975,1,Apr-21
7478,17:43.0,22:21.3,3273,Manila & 1st,40.72165072,-74.04288411,3187,Warren St,40.7211236,-74.03805095,44236,Customer,1970,0,Apr-21
465,17:51.4,25:37.1,3481,York St,40.71649,-74.04105,3184,Paulus Hook,40.7141454,-74.0335519,28458,Customer,1970,0,Apr-21
1824,18:02.6,48:27.4,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42949,Customer,1970,0,Apr-21
3639,18:14.5,18:53.8,3193,Lincoln Park,40.7246051,-74.07840595,3193,Lincoln Park,40.7246051,-74.07840595,28426,Customer,1970,0,Apr-21
454,22:17.1,29:51.3,3185,City Hall,40.7177325,-74.043845,3638,Washington St,40.7242941,-74.0354826,44664,Customer,1970,0,Apr-21
395,22:35.0,29:10.4,3269,Brunswick & 6th,40.72601173,-74.05038893,3273,Manila & 1st,40.72165072,-74.04288411,47257,Customer,1970,0,Apr-21
110,22:43.4,24:33.5,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42161,Customer,1970,0,Apr-21
1015,23:02.6,39:57.9,3681,Grand St,40.71517768,-74.03768331,3681,Grand St,40.71517768,-74.03768331,42219,Customer,1970,0,Apr-21
148,24:49.1,27:17.4,3276,Marin Light Rail,40.71458404,-74.04281706,3214,Essex Light Rail,40.7127742,-74.0364857,31667,Customer,1970,0,Apr-21
3578,25:10.7,24:49.2,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42155,Subscriber,1982,2,Apr-21
1661,27:15.3,54:56.7,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,42470,Customer,1970,0,Apr-21
683,28:36.6,40:00.3,3187,Warren St,40.7211236,-74.03805095,3205,JC Medical Center,40.71653978,-74.04963791,48929,Customer,1970,0,Apr-21
523,29:16.3,37:59.8,3640,Journal Square,40.73367,-74.0625,3210,Pershing Field,40.74267714,-74.05178863,43369,Customer,1970,0,Apr-21
2037,31:04.0,05:02.0,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,42371,Customer,1970,0,Apr-21
1167,31:45.8,51:13.0,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44785,Customer,1970,0,Apr-21
1143,32:05.5,51:09.4,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,39342,Customer,1970,0,Apr-21
1420,32:56.5,56:36.9,3199,Newport Pkwy,40.7287448,-74.0321082,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,40440,Customer,1970,0,Apr-21
1489,33:32.5,58:21.7,3273,Manila & 1st,40.72165072,-74.04288411,3185,City Hall,40.7177325,-74.043845,33567,Subscriber,1983,1,Apr-21
1359,33:48.3,56:27.6,3199,Newport Pkwy,40.7287448,-74.0321082,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,41620,Customer,1970,0,Apr-21
869,34:18.7,48:48.7,3212,Christ Hospital,40.73478582,-74.05044364,3202,Newport PATH,40.7272235,-74.0337589,42205,Customer,1970,0,Apr-21
2074,35:32.4,10:07.1,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3209,Brunswick St,40.7241765,-74.0506564,42812,Customer,1970,0,Apr-21
1411,35:33.9,59:05.2,3195,Sip Ave,40.7308971,-74.06391263,3213,Van Vorst Park,40.71848892,-74.04772663,28607,Customer,1970,0,Apr-21
312,35:44.7,40:57.7,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3681,Grand St,40.71517768,-74.03768331,42453,Customer,1970,0,Apr-21
